레벨,굴러숭이,불꽃숭이,진불꽃숭이,통나무숭이,바위숭이,폭탄숭이,소환숭이,주술사숭이,제사장숭이,숭오공,도사숭이,제천대숭,골렘숭이,골렘숭이mk.2,자이언트숭,양손,바구니,노가다,수레,유모차,마차,자전거,툭툭이,오토바이,카피바라,타조,코끼리,열기구,비행기,UFO
251,697207 ,16558656 ,8979665165584 ,183016727 ,9001020603107 ,13787416976456 ,11015863952395 ,65981887645239 ,67047048104510400 ,22261806075948 ,1759662255243730 ,121565568795794000 ,53178423991734700 ,69131232918496500 ,320798797981770000 ,697207 ,16558656 ,8979665165584 ,183016727 ,9001020603107 ,13787416976456 ,11015863952395 ,65981887645239 ,67047048104510400 ,22261806075948 ,1759662255243730 ,121565568795794000 ,53178423991734700 ,69131232918496500 ,320798797981770000 
252,725095 ,17221003 ,9338851772208 ,190337396 ,9361061427231 ,14338913655514 ,11456498510491 ,68621163151049 ,69728930028690800 ,23152278318985 ,1830048745453480 ,126428191547626000 ,55305560951404100 ,71896482235236300 ,333630749901041000 ,725095 ,17221003 ,9338851772208 ,190337396 ,9361061427231 ,14338913655514 ,11456498510491 ,68621163151049 ,69728930028690800 ,23152278318985 ,1830048745453480 ,126428191547626000 ,55305560951404100 ,71896482235236300 ,333630749901041000 
253,754099 ,17909843 ,9712405843096 ,197950892 ,9735503884321 ,14912470201735 ,11914758450910 ,71366009677091 ,72518087229838400 ,24078369451745 ,1903250695271620 ,131485319209531000 ,57517783389460200 ,74772341524645800 ,346975979897082000 ,754099 ,17909843 ,9712405843096 ,197950892 ,9735503884321 ,14912470201735 ,11914758450910 ,71366009677091 ,72518087229838400 ,24078369451745 ,1903250695271620 ,131485319209531000 ,57517783389460200 ,74772341524645800 ,346975979897082000 
254,784263 ,18626236 ,10100902076820 ,205868928 ,10124924039694 ,15508969009804 ,12391348788947 ,74220650064174 ,75418810719032000 ,25041504229815 ,1979380723082480 ,136744731977912000 ,59818494725038700 ,77763235185631600 ,360855019092966000 ,784263 ,18626236 ,10100902076820 ,205868928 ,10124924039694 ,15508969009804 ,12391348788947 ,74220650064174 ,75418810719032000 ,25041504229815 ,1979380723082480 ,136744731977912000 ,59818494725038700 ,77763235185631600 ,360855019092966000 
255,815633 ,19371286 ,10504938159893 ,214103685 ,10529921001281 ,16129327770196 ,12887002740505 ,77189476066741 ,78435563147793200 ,26043164399007 ,2058555952005780 ,142214521257029000 ,62211234514040200 ,80873764593056900 ,375289219856684000 ,815633 ,19371286 ,10504938159893 ,214103685 ,10529921001281 ,16129327770196 ,12887002740505 ,77189476066741 ,78435563147793200 ,26043164399007 ,2058555952005780 ,142214521257029000 ,62211234514040200 ,80873764593056900 ,375289219856684000 
256,848258 ,20146137 ,10925135686288 ,222667832 ,10951117841333 ,16774500881004 ,13402482850125 ,80277055109411 ,81572985673705000 ,27084890974968 ,2140898190086010 ,147903102107310000 ,64699683894601800 ,84108715176779200 ,390300788650952000 ,848258 ,20146137 ,10925135686288 ,222667832 ,10951117841333 ,16774500881004 ,13402482850125 ,80277055109411 ,81572985673705000 ,27084890974968 ,2140898190086010 ,147903102107310000 ,64699683894601800 ,84108715176779200 ,390300788650952000 
257,882189 ,20951983 ,11362141113740 ,231574545 ,11389162554986 ,17445480916244 ,13938582164130 ,83488137313787 ,84835905100653200 ,28168286613966 ,2226534117689450 ,153819226191602000 ,67287671250385900 ,87473063783850300 ,405912820196990000 ,882189 ,20951983 ,11362141113740 ,231574545 ,11389162554986 ,17445480916244 ,13938582164130 ,83488137313787 ,84835905100653200 ,28168286613966 ,2226534117689450 ,153819226191602000 ,67287671250385900 ,87473063783850300 ,405912820196990000 
258,917476 ,21790062 ,11816626758289 ,240837527 ,11844729057185 ,18143300152894 ,14496125450695 ,86827662806339 ,88229341304679300 ,29295018078525 ,2315595482397030 ,159971995239266000 ,69979178100401300 ,90971986335204300 ,422149333004869000 ,917476 ,21790062 ,11816626758289 ,240837527 ,11844729057185 ,18143300152894 ,14496125450695 ,86827662806339 ,88229341304679300 ,29295018078525 ,2315595482397030 ,159971995239266000 ,69979178100401300 ,90971986335204300 ,422149333004869000 
259,954175 ,22661664 ,12289291828621 ,250471028 ,12318518219473 ,18869032159010 ,15075970468723 ,90300769318593 ,91758514956866500 ,30466818801666 ,2408219301692910 ,166370875048837000 ,72778345224417400 ,94610865788612500 ,439035306325064000 ,954175 ,22661664 ,12289291828621 ,250471028 ,12318518219473 ,18869032159010 ,15075970468723 ,90300769318593 ,91758514956866500 ,30466818801666 ,2408219301692910 ,166370875048837000 ,72778345224417400 ,94610865788612500 ,439035306325064000 
260,992342 ,23568131 ,12780863501766 ,260489869 ,12811258948252 ,19623793445370 ,15679009287472 ,93912800091336 ,95428855555141100 ,31685491553733 ,2504548073760630 ,173025710050790000 ,75689479033394100 ,98395300420157000 ,456596718578067000 ,992342 ,23568131 ,12780863501766 ,260489869 ,12811258948252 ,19623793445370 ,15679009287472 ,93912800091336 ,95428855555141100 ,31685491553733 ,2504548073760630 ,173025710050790000 ,75689479033394100 ,98395300420157000 ,456596718578067000 
261,1032036 ,24510856 ,13292098041836 ,270909464 ,13323709306182 ,20408745183185 ,16306169658971 ,97669312094990 ,99246009777346800 ,32952911215882 ,2604729996711050 ,179946738452822000 ,78717058194729800 ,102331112436963000 ,474860587321189000 ,1032036 ,24510856 ,13292098041836 ,270909464 ,13323709306182 ,20408745183185 ,16306169658971 ,97669312094990 ,99246009777346800 ,32952911215882 ,2604729996711050 ,179946738452822000 ,78717058194729800 ,102331112436963000 ,474860587321189000 
262,1073317 ,25491291 ,13823781963510 ,281745843 ,13856657678429 ,21225094990512 ,16958416445330 ,101576084578789 ,103215850168441000 ,34271027664517 ,2708919196579490 ,187144607990935000 ,81865740522519000 ,106424356934442000 ,493855010814037000 ,1073317 ,25491291 ,13823781963510 ,281745843 ,13856657678429 ,21225094990512 ,16958416445330 ,101576084578789 ,103215850168441000 ,34271027664517 ,2708919196579490 ,187144607990935000 ,81865740522519000 ,106424356934442000 ,493855010814037000 
263,1116250 ,26510942 ,14376733242050 ,293015677 ,14410923985566 ,22074098790133 ,17636753103143 ,105639127961941 ,107344484175178000 ,35641868771098 ,2817275964442670 ,194630392310572000 ,85140370143419800 ,110681331211820000 ,513609211246598000 ,1116250 ,26510942 ,14376733242050 ,293015677 ,14410923985566 ,22074098790133 ,17636753103143 ,105639127961941 ,107344484175178000 ,35641868771098 ,2817275964442670 ,194630392310572000 ,85140370143419800 ,110681331211820000 ,513609211246598000 
264,1160900 ,27571380 ,14951802571732 ,304736304 ,14987360944989 ,22957062741738 ,18342223227268 ,109864693080418 ,111638263542185000 ,37067543521942 ,2929967003020380 ,202415608002995000 ,88545984949156600 ,115108584460292000 ,534153579696462000 ,1160900 ,27571380 ,14951802571732 ,304736304 ,14987360944989 ,22957062741738 ,18342223227268 ,109864693080418 ,111638263542185000 ,37067543521942 ,2929967003020380 ,202415608002995000 ,88545984949156600 ,115108584460292000 ,534153579696462000 
265,1207336 ,28674235 ,15549874674602 ,316925756 ,15586855382788 ,23875345251407 ,19075912156359 ,114259280803635 ,116103794083873000 ,38550245262819 ,3047165683141200 ,210512232323115000 ,92087824347122900 ,119712927838704000 ,555519722884321000 ,1207336 ,28674235 ,15549874674602 ,316925756 ,15586855382788 ,23875345251407 ,19075912156359 ,114259280803635 ,116103794083873000 ,38550245262819 ,3047165683141200 ,210512232323115000 ,92087824347122900 ,119712927838704000 ,555519722884321000 
266,1255630 ,29821204 ,16171869661586 ,329602786 ,16210329598100 ,24830359061464 ,19838948642613 ,118829652035781 ,120747945847228000 ,40092255073332 ,3169052310466840 ,218932721616040000 ,95771337321007800 ,124501444952252000 ,577740511799694000 ,1255630 ,29821204 ,16171869661586 ,329602786 ,16210329598100 ,24830359061464 ,19838948642613 ,118829652035781 ,120747945847228000 ,40092255073332 ,3169052310466840 ,218932721616040000 ,95771337321007800 ,124501444952252000 ,577740511799694000 
267,1305855 ,31014053 ,16818744448049 ,342786897 ,16858742782024 ,25823573423922 ,20632506588318 ,123582838117212 ,125577863681117000 ,41695945276265 ,3295814402885520 ,227690030480681000 ,99602190813848100 ,129481502750342000 ,600850132271681000 ,1305855 ,31014053 ,16818744448049 ,342786897 ,16858742782024 ,25823573423922 ,20632506588318 ,123582838117212 ,125577863681117000 ,41695945276265 ,3295814402885520 ,227690030480681000 ,99602190813848100 ,129481502750342000 ,600850132271681000 
268,1358089 ,32254615 ,17491494225971 ,356498373 ,17533092493305 ,26856516360879 ,21457806851851 ,128526151641900 ,130600978228362000 ,43363783087316 ,3427646979000940 ,236797631699908000 ,103586278446402000 ,134660762860356000 ,624884137562549000 ,1358089 ,32254615 ,17491494225971 ,356498373 ,17533092493305 ,26856516360879 ,21457806851851 ,128526151641900 ,130600978228362000 ,43363783087316 ,3427646979000940 ,236797631699908000 ,103586278446402000 ,134660762860356000 ,624884137562549000 
269,1412413 ,33544799 ,18191153995010 ,370758308 ,18234416193037 ,27930777015314 ,22316119125925 ,133667197707576 ,135825017357496000 ,45098334410809 ,3564752858160980 ,246269536967905000 ,107729729584258000 ,140047193374770000 ,649879503065051000 ,1412413 ,33544799 ,18191153995010 ,370758308 ,18234416193037 ,27930777015314 ,22316119125925 ,133667197707576 ,135825017357496000 ,45098334410809 ,3564752858160980 ,246269536967905000 ,107729729584258000 ,140047193374770000 ,649879503065051000 
270,1468909 ,34886591 ,18918800154810 ,385588641 ,18963792840758 ,29048008095927 ,23208763890962 ,139013885615879 ,141258018051796000 ,46902267787241 ,3707342972487420 ,256120318446621000 ,112038918767628000 ,145649081109761000 ,675874683187653000 ,1468909 ,34886591 ,18918800154810 ,385588641 ,18963792840758 ,29048008095927 ,23208763890962 ,139013885615879 ,141258018051796000 ,46902267787241 ,3707342972487420 ,256120318446621000 ,112038918767628000 ,145649081109761000 ,675874683187653000 
271,1527665 ,36282055 ,19675552161003 ,401012186 ,19722344554389 ,30209928419764 ,24137114446600 ,144574441040515 ,146908338773868000 ,48778358498731 ,3855636691386910 ,266365131184486000 ,116520475518334000 ,151475044354151000 ,702909670515159000 ,1527665 ,36282055 ,19675552161003 ,401012186 ,19722344554389 ,30209928419764 ,24137114446600 ,144574441040515 ,146908338773868000 ,48778358498731 ,3855636691386910 ,266365131184486000 ,116520475518334000 ,151475044354151000 ,702909670515159000 
272,1588772 ,37733337 ,20462574247443 ,417052674 ,20511238336564 ,31418325556555 ,25102599024464 ,150357418682135 ,152784672324822000 ,50729492838680 ,4009862159042390 ,277019736431865000 ,121181294539067000 ,157534046128317000 ,731026057335765000 ,1588772 ,37733337 ,20462574247443 ,417052674 ,20511238336564 ,31418325556555 ,25102599024464 ,150357418682135 ,152784672324822000 ,50729492838680 ,4009862159042390 ,277019736431865000 ,121181294539067000 ,157534046128317000 ,731026057335765000 
273,1652323 ,39242671 ,21281077217341 ,433734781 ,21331687870027 ,32675058578817 ,26106702985443 ,156371715429421 ,158896059217815000 ,52758672552227 ,4170256645404090 ,288100525889140000 ,126028546320630000 ,163835407973450000 ,760267099629196000 ,1652323 ,39242671 ,21281077217341 ,433734781 ,21331687870027 ,32675058578817 ,26106702985443 ,156371715429421 ,158896059217815000 ,52758672552227 ,4170256645404090 ,288100525889140000 ,126028546320630000 ,163835407973450000 ,760267099629196000 
274,1718416 ,40812377 ,22132320306034 ,451084172 ,22184955384828 ,33982060921969 ,27150971104861 ,162626584046597 ,165251901586528000 ,54869019454316 ,4337066911220250 ,299624546924705000 ,131069688173455000 ,170388824292388000 ,790677783614364000 ,1718416 ,40812377 ,22132320306034 ,451084172 ,22184955384828 ,33982060921969 ,27150971104861 ,162626584046597 ,165251901586528000 ,54869019454316 ,4337066911220250 ,299624546924705000 ,131069688173455000 ,170388824292388000 ,790677783614364000 
275,1787153 ,42444873 ,23017613118276 ,469127539 ,23072353600221 ,35341343358848 ,28237009949055 ,169131647408461 ,171861977649989000 ,57063780232489 ,4510549587669060 ,311609528801694000 ,136312475700393000 ,177204377264084000 ,822304894958938000 ,1787153 ,42444873 ,23017613118276 ,469127539 ,23072353600221 ,35341343358848 ,28237009949055 ,169131647408461 ,171861977649989000 ,57063780232489 ,4510549587669060 ,311609528801694000 ,136312475700393000 ,177204377264084000 ,822304894958938000 
276,1858639 ,44142667 ,23938317643007 ,487892640 ,23995247744230 ,36754997093202 ,29366490347017 ,175896913304800 ,178736456755989000 ,59346331441788 ,4690971571175820 ,324073909953761000 ,141764974728409000 ,184292552354647000 ,855197090757296000 ,1858639 ,44142667 ,23938317643007 ,487892640 ,23995247744230 ,36754997093202 ,29366490347017 ,175896913304800 ,178736456755989000 ,59346331441788 ,4690971571175820 ,324073909953761000 ,141764974728409000 ,184292552354647000 ,855197090757296000 
277,1932984 ,45908374 ,24895850348727 ,507408346 ,24955057653999 ,38225196976930 ,30541149960898 ,182932789836992 ,185885915026228000 ,61720184699460 ,4878610434022850 ,337036866351912000 ,147435573717545000 ,191664254448833000 ,889404974387588000 ,1932984 ,45908374 ,24895850348727 ,507408346 ,24955057653999 ,38225196976930 ,30541149960898 ,182932789836992 ,185885915026228000 ,61720184699460 ,4878610434022850 ,337036866351912000 ,147435573717545000 ,191664254448833000 ,889404974387588000 
278,2010304 ,47744709 ,25891684362676 ,527704680 ,25953259960159 ,39754204856007 ,31762795959334 ,190250101430471 ,193321351627277000 ,64188992087438 ,5073754851383770 ,350518341005988000 ,153332996666247000 ,199330824626786000 ,924981173363091000 ,2010304 ,47744709 ,25891684362676 ,527704680 ,25953259960159 ,39754204856007 ,31762795959334 ,190250101430471 ,193321351627277000 ,64188992087438 ,5073754851383770 ,350518341005988000 ,153332996666247000 ,199330824626786000 ,924981173363091000 
279,2090716 ,49654497 ,26927351737183 ,548812867 ,26991390358565 ,41344373050248 ,33033307797707 ,197860105487690 ,201054205692368000 ,66756551770936 ,5276705045439120 ,364539074646228000 ,159466316532897000 ,207304057611858000 ,961980420297615000 ,2090716 ,49654497 ,26927351737183 ,548812867 ,26991390358565 ,41344373050248 ,33033307797707 ,197860105487690 ,201054205692368000 ,66756551770936 ,5276705045439120 ,364539074646228000 ,159466316532897000 ,207304057611858000 ,961980420297615000 
280,2174344 ,51640677 ,28004445806670 ,570765382 ,28071045972908 ,42998147972258 ,34354640109615 ,205774509707198 ,209096373920063000 ,69426813841773 ,5487773247256680 ,379120637632077000 ,165844969194213000 ,215596219916332000 ,1000459637109520000 ,2174344 ,51640677 ,28004445806670 ,570765382 ,28071045972908 ,42998147972258 ,34354640109615 ,205774509707198 ,209096373920063000 ,69426813841773 ,5487773247256680 ,379120637632077000 ,165844969194213000 ,215596219916332000 ,1000459637109520000 
281,2261318 ,53706304 ,29124623638937 ,593595997 ,29193887811824 ,44718073891148 ,35728825714000 ,214005490095486 ,217460228876866000 ,72203886395444 ,5707284177146950 ,394285463137360000 ,172478767961981000 ,224220068712985000 ,1040478022593900000 ,2261318 ,53706304 ,29124623638937 ,593595997 ,29193887811824 ,44718073891148 ,35728825714000 ,214005490095486 ,217460228876866000 ,72203886395444 ,5707284177146950 ,394285463137360000 ,172478767961981000 ,224220068712985000 ,1040478022593900000 
282,2351771 ,55854557 ,30289608584495 ,617339837 ,30361643324297 ,46506796846794 ,37157978742560 ,222565709699305 ,226158638031940000 ,75092041851262 ,5935575544232830 ,410056881662855000 ,179377918680460000 ,233188871461505000 ,1082097143497660000 ,2351771 ,55854557 ,30289608584495 ,617339837 ,30361643324297 ,46506796846794 ,37157978742560 ,222565709699305 ,226158638031940000 ,75092041851262 ,5935575544232830 ,410056881662855000 ,179377918680460000 ,233188871461505000 ,1082097143497660000 
283,2445842 ,58088739 ,31501192927874 ,642033430 ,31576109057269 ,48367068720666 ,38644297892262 ,231468338087278 ,235204983553218000 ,78095723525313 ,6172998566002140 ,426459156929369000 ,186553035427679000 ,242516426319965000 ,1125381029237560000 ,2445842 ,58088739 ,31501192927874 ,642033430 ,31576109057269 ,48367068720666 ,38644297892262 ,231468338087278 ,235204983553218000 ,78095723525313 ,6172998566002140 ,426459156929369000 ,186553035427679000 ,242516426319965000 ,1125381029237560000 
284,2543675 ,60412288 ,32761240644989 ,667714767 ,32839153419560 ,50301751469492 ,40190069807953 ,240727071610769 ,244613182895347000 ,81219552466325 ,6419918508642230 ,443517523206543000 ,194015156844786000 ,252217083372764000 ,1170396270407070000 ,2543675 ,60412288 ,32761240644989 ,667714767 ,32839153419560 ,50301751469492 ,40190069807953 ,240727071610769 ,244613182895347000 ,81219552466325 ,6419918508642230 ,443517523206543000 ,194015156844786000 ,252217083372764000 ,1170396270407070000 
285,2645422 ,62828780 ,34071690270789 ,694423358 ,34152719556342 ,52313821528272 ,41797672600271 ,250356154475199 ,254397710211161000 ,84468334564978 ,6676715248987920 ,461258224134805000 ,201775763118578000 ,262305766707674000 ,1217212121223350000 ,2645422 ,62828780 ,34071690270789 ,694423358 ,34152719556342 ,52313821528272 ,41797672600271 ,250356154475199 ,254397710211161000 ,84468334564978 ,6676715248987920 ,461258224134805000 ,201775763118578000 ,262305766707674000 ,1217212121223350000 
286,2751239 ,65341931 ,35434557881620 ,722200292 ,35518828338596 ,54406374389403 ,43469579504282 ,260370400654207 ,264573618619607000 ,87847067947577 ,6943783858947440 ,479708553100198000 ,209846793643321000 ,272797997375981000 ,1265900606072280000 ,2751239 ,65341931 ,35434557881620 ,722200292 ,35518828338596 ,54406374389403 ,43469579504282 ,260370400654207 ,264573618619607000 ,87847067947577 ,6943783858947440 ,479708553100198000 ,209846793643321000 ,272797997375981000 ,1265900606072280000 
287,2861289 ,67955608 ,36851940196885 ,751088304 ,36939581472140 ,56582629364979 ,45208362684453 ,270785216680376 ,275156563364391000 ,91360950665480 ,7221535213305330 ,498896895224205000 ,218240665389053000 ,283709917271020000 ,1316536630315170000 ,2861289 ,67955608 ,36851940196885 ,751088304 ,36939581472140 ,56582629364979 ,45208362684453 ,270785216680376 ,275156563364391000 ,91360950665480 ,7221535213305330 ,498896895224205000 ,218240665389053000 ,283709917271020000 ,1316536630315170000 
288,2975740 ,70673833 ,38326017804761 ,781131836 ,38417164731026 ,58845934539578 ,47016697191831 ,281616625347591 ,286162825898967000 ,95015388692099 ,7510396621837550 ,518852771033174000 ,226970292004616000 ,295058313961861000 ,1369198095527780000 ,2975740 ,70673833 ,38326017804761 ,781131836 ,38417164731026 ,58845934539578 ,47016697191831 ,281616625347591 ,286162825898967000 ,95015388692099 ,7510396621837550 ,518852771033174000 ,226970292004616000 ,295058313961861000 ,1369198095527780000 
289,3094770 ,73500786 ,39859058516951 ,812377110 ,39953851320267 ,61199771921161 ,48897365079504 ,292881290361494 ,297609338934926000 ,98816004239783 ,7810812486711050 ,539606881874501000 ,236049103684800000 ,306860646520336000 ,1423966019348890000 ,3094770 ,73500786 ,39859058516951 ,812377110 ,39953851320267 ,61199771921161 ,48897365079504 ,292881290361494 ,297609338934926000 ,98816004239783 ,7810812486711050 ,539606881874501000 ,236049103684800000 ,306860646520336000 ,1423966019348890000 
290,3218561 ,76440818 ,41453420857629 ,844872194 ,41552005373077 ,63647762798008 ,50853259682685 ,304596541975954 ,309513712492323000 ,102768644409375 ,8123244986179490 ,561191157149481000 ,245491067832192000 ,319135072381149000 ,1480924660122850000 ,3218561 ,76440818 ,41453420857629 ,844872194 ,41552005373077 ,63647762798008 ,50853259682685 ,304596541975954 ,309513712492323000 ,102768644409375 ,8123244986179490 ,561191157149481000 ,245491067832192000 ,319135072381149000 ,1480924660122850000 
291,3347303 ,79498450 ,43111557691934 ,878667082 ,43214085588000 ,66193673309928 ,52887390069992 ,316780403654992 ,321894260992016000 ,106879390185750 ,8448174785626670 ,583638803435460000 ,255310710545480000 ,331900475276395000 ,1540161646527760000 ,3347303 ,79498450 ,43111557691934 ,878667082 ,43214085588000 ,66193673309928 ,52887390069992 ,316780403654992 ,321894260992016000 ,106879390185750 ,8448174785626670 ,583638803435460000 ,255310710545480000 ,331900475276395000 ,1540161646527760000 
292,3481195 ,82678388 ,44836019999612 ,913813765 ,44942649011520 ,68841420242325 ,55002885672792 ,329451619801192 ,334770031431696000 ,111154565793180 ,8786101777051740 ,606984355572878000 ,265523138967299000 ,345176494287451000 ,1601768112388870000 ,3481195 ,82678388 ,44836019999612 ,913813765 ,44942649011520 ,68841420242325 ,55002885672792 ,329451619801192 ,334770031431696000 ,111154565793180 ,8786101777051740 ,606984355572878000 ,265523138967299000 ,345176494287451000 ,1601768112388870000 
293,3620443 ,85985524 ,46629460799596 ,950366316 ,46740354971981 ,71595077052018 ,57203001099703 ,342629684593240 ,348160832688964000 ,115600748424907 ,9137545848133810 ,631263729795794000 ,276144064525991000 ,358983554058949000 ,1665838836884430000 ,3620443 ,85985524 ,46629460799596 ,950366316 ,46740354971981 ,71595077052018 ,57203001099703 ,342629684593240 ,348160832688964000 ,115600748424907 ,9137545848133810 ,631263729795794000 ,276144064525991000 ,358983554058949000 ,1665838836884430000 
294,3765261 ,89424945 ,48494639231580 ,988380968 ,48609969170860 ,74458880134099 ,59491121143692 ,356334871976969 ,362087265996523000 ,120224778361903 ,9503047682059160 ,656514278987625000 ,287189827107031000 ,373342896221307000 ,1732472390359800000 ,3765261 ,89424945 ,48494639231580 ,988380968 ,48609969170860 ,74458880134099 ,59491121143692 ,356334871976969 ,362087265996523000 ,120224778361903 ,9503047682059160 ,656514278987625000 ,287189827107031000 ,373342896221307000 ,1732472390359800000 
295,3915871 ,93001943 ,50434424800843 ,1027916207 ,50554367937695 ,77437235339463 ,61870765989439 ,370588266856048 ,376570756636384000 ,125033769496379 ,9883169589341530 ,682774850147130000 ,298677420191312000 ,388276612070159000 ,1801771285974200000 ,3915871 ,93001943 ,50434424800843 ,1027916207 ,50554367937695 ,77437235339463 ,61870765989439 ,370588266856048 ,376570756636384000 ,125033769496379 ,9883169589341530 ,682774850147130000 ,298677420191312000 ,388276612070159000 ,1801771285974200000 
296,4072506 ,96722020 ,52451801792877 ,1069032855 ,52576542655203 ,80534724753041 ,64345596629017 ,385411797530290 ,391633586901839000 ,130035120276235 ,10278496372915200 ,710085844153016000 ,310624516998964000 ,403807676552965000 ,1873842137413160000 ,4072506 ,96722020 ,52451801792877 ,1069032855 ,52576542655203 ,80534724753041 ,64345596629017 ,385411797530290 ,391633586901839000 ,130035120276235 ,10278496372915200 ,710085844153016000 ,310624516998964000 ,403807676552965000 ,1873842137413160000 
297,4235406 ,100590901 ,54549873864592 ,1111794170 ,54679604361411 ,83756113743163 ,66919420494177 ,400828269431502 ,407298930377913000 ,135236525087284 ,10689636227831800 ,738489277919136000 ,323049497678923000 ,419959983615084000 ,1948795822909690000 ,4235406 ,100590901 ,54549873864592 ,1111794170 ,54679604361411 ,83756113743163 ,66919420494177 ,400828269431502 ,407298930377913000 ,135236525087284 ,10689636227831800 ,738489277919136000 ,323049497678923000 ,419959983615084000 ,1948795822909690000 
298,4404823 ,104614537 ,56731868819176 ,1156265936 ,56866788535867 ,87106358292889 ,69596197313945 ,416861400208762 ,423590887593029000 ,140645986090775 ,11117221676945100 ,768028849035902000 ,335971477586080000 ,436758382959687000 ,2026747655826080000 ,4404823 ,104614537 ,56731868819176 ,1156265936 ,56866788535867 ,87106358292889 ,69596197313945 ,416861400208762 ,423590887593029000 ,140645986090775 ,11117221676945100 ,768028849035902000 ,335971477586080000 ,436758382959687000 ,2026747655826080000 
299,4581016 ,108799119 ,59001143571943 ,1202516574 ,59141460077302 ,90590612624605 ,72380045206502 ,433535856217112 ,440534523096750000 ,146271825534406 ,11561910544022900 ,798750002997338000 ,349410336689523000 ,454228718278075000 ,2107817562059120000 ,4581016 ,108799119 ,59001143571943 ,1202516574 ,59141460077302 ,90590612624605 ,72380045206502 ,433535856217112 ,440534523096750000 ,146271825534406 ,11561910544022900 ,798750002997338000 ,349410336689523000 ,454228718278075000 ,2107817562059120000 
300,4764256 ,113151083 ,61361189314820 ,1250617237 ,61507118480394 ,94214237129589 ,75275247014762 ,450877290465797 ,458155904020620000 ,152122698555783 ,12024386965783800 ,830700003117231000 ,363386750157104000 ,472397867009198000 ,2192130264541490000 ,4764256 ,113151083 ,61361189314820 ,1250617237 ,61507118480394 ,94214237129589 ,75275247014762 ,450877290465797 ,458155904020620000 ,152122698555783 ,12024386965783800 ,830700003117231000 ,363386750157104000 ,472397867009198000 ,2192130264541490000 
